,word,class
1626,hypersonic,1
1627,hypnotic,1
1628,hysteria,1
1629,hysteric,1
1630,hysterical,1
1631,icebreaker,1
1632,icon,1
1633,iconic,1
1634,iconize,1
1635,idea,1
1636,ideal,1
1637,ideality,1
1638,idealize,1
1639,ideally,1
1640,ideate,1
1641,idol,1
1642,idolize,1
1643,idolized,1
1644,idyll,1
1645,idyllic,1
1646,iechyd,1
1647,igratiate,1
1648,illimitable,1
1649,illume,1
1650,illuminant,1
1651,illuminate,1
1652,illuminating,1
1653,illumination,1
1654,illumine,1
1655,illustrate,1
1656,illustrative,1
1657,illustrious,1
1658,imaginative,1
1659,imaginings,1
1660,imbibe,1
1661,imbue,1
1662,immaculate,1
1663,immaculately,1
1664,immense,1
1665,immerse,1
1666,immortal,1
1667,immortelle,1
1668,immune,1
1669,immunity,1
1670,immunize,1
1671,immunotherapy,1
1672,impart,1
1673,impartial,1
1674,impartiality,1
1675,impartially,1
1676,impassible,1
1677,impassioned,1
1678,impeccable,1
1679,impeccably,1
1680,impel,1
1681,important,1
1682,impress,1
1683,impressed,1
1684,impressive,1
1685,impressively,1
1686,impressiveness,1
1687,improve,1
1688,improved,1
1689,improvement,1
1690,improvements,1
1691,improving,1
1692,improvise,1
1693,in,1
1694,in-crowd,1
1695,in-depth,1
1696,in-group,1
1697,inamorato,1
1698,incentive,1
1699,incept,1
1700,incisive,1
1701,include,1
1702,inclusion,1
1703,inclusive,1
1704,income,1
1705,increase,1
1706,incredible,1
1707,incredibly,1
1708,indebted,1
1709,indeed,1
1710,indestructible,1
1711,individual,1
1712,individualism,1
1713,individuality,1
1714,individualize,1
1715,indomitable,1
1716,indulgence,1
1717,indulgent,1
1718,industrial-strength,1
1719,industrious,1
1720,inestimable,1
1721,inexpensive,1
1722,inexpensively,1
1723,infallibility,1
1724,infallible,1
1725,infallibly,1
1726,infatuate,1
1727,infatuated,1
1728,infectious,1
1729,infinite,1
1730,infinitely,1
1731,infinity,1
1732,influential,1
1733,inform,1
1734,informal,1
1735,informative,1
1736,informatory,1
1737,informed,1
1738,infotainment,1
1739,infrangible,1
1740,infuse,1
1741,infusion,1
1742,ingenious,1
1743,ingeniously,1
1744,ingenuity,1
1745,ingenuous,1
1746,ingenuously,1
1747,ingratiating,1
1748,ingratiatingly,1
1749,ingratiation,1
1750,inherit,1
1751,initiate,1
1752,initiative,1
1753,innocent,1
1754,innocuous,1
1755,innovate,1
1756,innovation,1
1757,innovative,1
1758,input,1
1759,inquisitive,1
1760,insight,1
1761,insightful,1
1762,insightfully,1
1763,inspiration,1
1764,inspirational,1
1765,inspire,1
1766,inspired,1
1767,inspiring,1
1768,inspirit,1
1769,instructive,1
1770,instrumental,1
1771,insulate,1
1772,integral,1
1773,integrate,1
1774,integrated,1
1775,integrity,1
1776,intellect,1
1777,intellection,1
1778,intellectual,1
1779,intelligence,1
1780,intelligent,1
1781,intelligentsia,1
1782,intelligible,1
1783,intercede,1
1784,interest,1
1785,interest-free,1
1786,interested,1
1787,interesting,1
1788,interests,1
1789,intergrow,1
1790,interlude,1
1791,intimacy,1
1792,intimate,1
1793,intrepid,1
1794,intricacy,1
1795,intricate,1
1796,intrigue,1
1797,intriguing,1
1798,intriguingly,1
1799,intuition,1
1800,intuitive,1
1801,invaluable,1
1802,invaluably,1
1803,invent,1
1804,invention,1
1805,inventive,1
1806,invest,1
1807,invigorate,1
1808,invigorating,1
1809,invincibility,1
1810,invincible,1
1811,inviolable,1
1812,inviolate,1
1813,invitation,1
1814,invite,1
1815,inviting,1
1816,invocation,1
1817,invulnerable,1
1818,irenic,1
1819,irie,1
1820,ironclad,1
1821,irradiant,1
1822,irreplaceable,1
1823,irreproachable,1
1824,irresistible,1
1825,irresistibly,1
1826,isotonic,1
1827,issue-free,1
1828,izzat,1
1829,jest,1
1830,joke,1
1831,jolly,1
1832,jovial,1
1833,joy,1
1834,joyful,1
1835,joyous,1
1836,jubilant,1
1837,jubilation,1
1838,juicy,1
1839,just,1
1840,kahuna,1
1841,kairos,1
1842,kaizen,1
1843,keen,1
1844,keenly,1
1845,keenness,1
1846,keep-fit,1
1847,keep-up,1
1848,keeper,1
1849,kempt,1
1850,kermis,1
1851,kia,1
1852,kick,1
1853,kick-ass,1
1854,kicking,1
1855,kicky,1
1856,kid-friendly,1
1857,kind,1
1858,kind-hearted,1
1859,kindliness,1
1860,kindly,1
1861,kindness,1
1862,kindred,1
1863,kindred-spirit,1
1864,king-of-kings,1
1865,king-sized,1
1866,kingly,1
1867,kingpin,1
1868,kinship,1
1869,kiss,1
1870,kissable,1
1871,kissogram,1
1872,klondike,1
1873,knack,1
1874,knee-slapper,1
1875,knees-up,1
1876,knight,1
1877,knightly,1
1878,knockout,1
1879,knowing,1
1880,knowledge,1
1881,knowledgeable,1
1882,kosher,1
1883,kudos,1
1884,kvell,1
1885,kwanzaa,1
1886,lady,1
1887,ladylike,1
1888,lagniappe,1
1889,laidback,1
1890,lambent,1
1891,lap-of-honour,1
1892,large,1
1893,large-hearted,1
1894,largesse,1
1895,lark,1
1896,lateral-thinking,1
1897,laud,1
1898,laudable,1
1899,laudably,1
1900,laudatory,1
1901,laugh,1
1902,laughing,1
1903,laureate,1
1904,lavish,1
1905,lavishly,1
1906,law-abiding,1
1907,lawful,1
1908,lawfully,1
1909,lead,1
1910,leader,1
1911,leadership,1
1912,leading,1
1913,lean,1
1914,learn,1
1915,learned,1
1916,learning,1
1917,legend,1
1918,legendary,1
1919,legerdemain,1
1920,legit,1
1921,legitimacy,1
1922,legitimate,1
1923,legitimize,1
1924,leisure,1
1925,leisured,1
1926,leisurely,1
1927,lekker,1
1928,leman,1
1929,lenient,1
1930,liberate,1
1931,liberation,1
1932,liberty,1
1933,lie-in,1
1934,lief,1
1935,life,1
1936,lifeline,1
1937,lifesaver,1
1938,lift,1
1939,light,1
1940,light-footed,1
1941,light-hearted,1
1942,lighten,1
1943,likable,1
1944,like,1
1945,liked,1
1946,likes,1
1947,liking,1
1948,lily-white,1
1949,limber,1
1950,limpid,1
1951,linchpin,1
1952,lion,1
1953,lionhearted,1
1954,lissom,1
1955,literate,1
1956,lithe,1
1957,live,1
1958,live-wire,1
1959,liveable,1
1960,lively,1
1961,livelyhood,1
1962,liven,1
1963,living,1
1964,locket,1
1965,lodestone,1
1966,logic,1
1967,logical,1
1968,long-lasting,1
1969,long-lived,1
1970,long-sighted,1
1971,long-suffering,1
1972,longevity,1
1973,lovable,1
1974,lovably,1
1975,love,1
1976,love-affair,1
1977,love-match,1
1978,love-nest,1
1979,love-seat,1
1980,lovebird,1
1981,loved,1
1982,loved-up,1
1983,loveliness,1
1984,lovely,1
1985,lover,1
1986,lovesome,1
1987,lovey,1
1988,lovey-dovey,1
1989,loving,1
1990,loving-kindness,1
1991,low-cost,1
1992,low-key,1
1993,low-price,1
1994,low-priced,1
1995,low-risk,1
1996,lower-priced,1
1997,loyal,1
1998,loyalty,1
1999,lucent,1
2000,lucid,1
2001,lucidly,1
2002,luck,1
2003,luckiest,1
2004,luckiness,1
2005,lucky,1
2006,lucrative,1
2007,luculent,1
2008,lucullan,1
2009,ludic,1
2010,lull,1
2011,lullaby,1
2012,lulu,1
2013,luminary,1
2014,luminous,1
2015,luscious,1
2016,lush,1
2017,luster,1
2018,lustrate,1
2019,lustre,1
2020,lustrous,1
2021,lusty,1
2022,luvvy,1
2023,luxe,1
2024,luxuriant,1
2025,luxuriate,1
2026,luxurious,1
2027,luxuriously,1
2028,luxury,1
2029,lynx-eyed,1
2030,made,1
2031,magic,1
2032,magical,1
2033,magnanimous,1
2034,magnetic,1
2035,magnetism,1
2036,magnificent,1
2037,magnify,1
2038,magnitude,1
2039,mai,1
2040,main,1
2041,mainstay,1
2042,maintain,1
2043,majestic,1
2044,majesty,1
2045,major,1
2046,majority,1
2047,make,1
2048,mammoth,1
2049,manage,1
2050,manifest,1
2051,manner,1
2052,many,1
2053,marketable,1
2054,marriage,1
2055,marvel,1
2056,marvellous,1
2057,marvelous,1
2058,massive,1
2059,master,1
2060,masterfully,1
2061,masterpiece,1
2062,mate,1
2063,matter,1
2064,mature,1
2065,maturity,1
2066,maximum,1
2067,meaning,1
2068,meaningful,1
2069,mediate,1
2070,meditate,1
2071,meditation,1
2072,mellifluous,1
2073,mellow,1
2074,melodic,1
2075,melodious,1
2076,memorable,1
2077,mental,1
2078,mentally-sharp,1
2079,mentor,1
2080,merciful,1
2081,mercy,1
2082,merit,1
2083,meritorious,1
2084,merry,1
2085,mesmerize,1
2086,mesmerizing,1
2087,method,1
2088,mettle,1
2089,million,1
2090,mind,1
2091,mind-blowing,1
2092,mindful,1
2093,mindfulness,1
2094,mingle,1
2095,miracle,1
2096,miraculous,1
2097,mirth,1
2098,miss,1
2099,mission,1
2100,mobility,1
2101,model,1
2102,moderate,1
2103,modern,1
2104,momentous,1
2105,monumental,1
2106,moral,1
2107,morale,1
2108,more,1
2109,most,1
2110,motherhood,1
2111,motivate,1
2112,motivation,1
2113,move,1
2114,moving,1
2115,movingly,1
2116,much,1
2117,multitude,1
2118,munificent,1
2119,musical-pleasan,1
2120,must,1
2121,mutually,1
2122,nailed,1
2123,nailed-on,1
2124,namaste,1
2125,nascent,1
2126,natal,1
2127,nationhood,1
2128,nationwide,1
2129,native,1
2130,natty,1
2131,natural,1
2132,naturally,1
2133,nature,1
2134,nature-made,1
2135,natured,1
2136,navigable,1
2137,navigate,1
2138,near,1
2139,nearby,1
2140,neat,1
2141,neat-as-pin,1
2142,neat-handed,1
2143,neaten,1
2144,neatly,1
2145,necessarily,1
2146,necessary,1
2147,necessity,1
2148,nectar,1
2149,need,1
2150,needed,1
2151,negative,1
2152,neighborhood,1
2153,neighborly,1
2154,neo,1
2155,neonate,1
2156,neoteric,1
2157,nestle,1
2158,neutral,1
2159,never-dying,1
2160,never-ending,1
2161,never-failing,1
2162,new,1
2163,newborn,1
2164,newfangled,1
2165,newfound,1
2166,newly,1
2167,newlywed,1
2168,next,1
2169,nibble,1
2170,nice,1
2171,nice-looking,1
2172,nice-one,1
2173,nice-to-meet-you,1
2174,nicely,1
2175,nicety,1
2176,nifty,1
2177,nimble,1
2178,nimble-fingered,1
2179,nimbleness,1
2180,nimbly,1
2181,nimbus,1
2182,nippy,1
2183,nirvana,1
2184,nitty-gritty,1
2185,no-doubt,1
2186,nob,1
2187,nobility,1
2188,noble,1
2189,nobleman,1
2190,nod,1
2191,noiseless,1
2192,nom,1
2193,nominate,1
2194,nominee,1
2195,non,1
2196,non-belligerent,1
2197,non-resistant,1
2198,non-violence,1
2199,nonchalant,1
2200,noncommittal,1
2201,nonnegative,1
2202,nonpareil,1
2203,nonstop,1
2204,nook,1
2205,normal,1
2206,normally,1
2207,norturing,1
2208,nostalgia,1
2209,notable,1
2210,note,1
2211,noted,1
2212,noteworthy,1
2213,notice,1
2214,noticeable,1
2215,noticeably,1
2216,nourish,1
2217,nourishing,1
2218,nourishment,1
2219,nouveau,1
2220,novel,1
2221,novelty,1
2222,now,1
2223,nubile,1
2224,number,1
2225,number-one,1
2226,numerous,1
2227,numinous,1
2228,nurse,1
2229,nurture,1
2230,nutrient,1
2231,nutriment,1
2232,nutrition,1
2233,nutritious,1
2234,nuzzle,1
2235,nymph,1
2236,nymphet,1
2237,oasis,1
2238,oath,1
2239,obedient,1
2240,objective,1
2241,objectively,1
2242,obliged,1
2243,obliging,1
2244,obligingly,1
2245,observant,1
2246,obtain,1
2247,obtainable,1
2248,occur,1
2249,odds-on,1
2250,oecumenical,1
2251,of,1
2252,of-substance,1
2253,offer,1
2254,offering,1
2255,officia,1
2256,ok,1
2257,okay,1
2258,okayed,1
2259,okey-dokey,1
2260,olympiad,1
2261,omnipotent,1
2262,omniscience,1
2263,omniscient,1
2264,on,1
2265,on-hand,1
2266,on-target,1
2267,on-time,1
2268,oncoming,1
2269,one-hundred,1
2270,one-of-a-kind,1
2271,one-up,1
2272,oneness,1
2273,ongoing,1
2274,onward,1
2275,oodles,1
2276,oohlala,1
2277,oomph,1
2278,ooze,1
2279,oozing,1
2280,opalescent,1
2281,open,1
2282,open-hearted,1
2283,open-heartedly,1
2284,open-minded,1
2285,open-mindedly,1
2286,open-up,1
2287,opening,1
2288,openly,1
2289,openness,1
2290,operable,1
2291,operatic,1
2292,operational,1
2293,operative,1
2294,opportune,1
2295,opportunities,1
2296,opportunity,1
2297,optimal,1
2298,optimistic,1
2299,optimum,1
2300,opulence,1
2301,opulent,1
2302,ora,1
2303,orchestrated,1
2304,orderly,1
2305,organic,1
2306,organizational,1
2307,organized,1
2308,original,1
2309,originality,1
2310,originate,1
2311,origination,1
2312,originative,1
2313,ornamental,1
2314,ornate,1
2315,orotund,1
2316,osculate,1
2317,out-of-sight,1
2318,out-of-the,1
2319,out-of-this-world,1
2320,outback,1
2321,outdo,1
2322,outdone,1
2323,outgoing,1
2324,outlast,1
2325,outplay,1
2326,outrageous,1
2327,outshine,1
2328,outshone,1
2329,outsize,1
2330,outsmart,1
2331,outspoken,1
2332,outstanding,1
2333,outstretch,1
2334,ovation,1
2335,over,1
2336,over-joyful,1
2337,overachieve,1
2338,overachiever,1
2339,overactive,1
2340,overage,1
2341,overbold,1
2342,overexcited,1
2343,overflow,1
2344,overflowing,1
2345,overfond,1
2346,overjoy,1
2347,overjoyed,1
2348,overjoying,1
2349,overmodest,1
2350,overpower,1
2351,overriding,1
2352,oversize,1
2353,overt,1
2354,overtake,1
2355,overtaking,1
2356,overwhelming,1
2357,owner,1
2358,pace,1
2359,pacify,1
2360,pain-free,1
2361,painless,1
2362,painlessly,1
2363,painstaking,1
2364,pair,1
2365,pal,1
2366,palatable,1
2367,palatial,1
2368,pally,1
2369,palpable,1
2370,pamper,1
2371,par-excellence,1
2372,paradisal,1
2373,paradise,1
2374,paragon,1
2375,paramount,1
2376,pardon,1
2377,parenting,1
2378,particular,1
2379,partisan,1
2380,partner,1
2381,partnership,1
2382,party,1
2383,passion,1
2384,passionate,1
2385,passionately,1
2386,passive,1
2387,paternal,1
2388,pathfinder,1
2389,patience,1
2390,patient,1
2391,patiently,1
2392,patriot,1
2393,patriotic,1
2394,patriotism,1
2395,patronize,1
2396,peace,1
2397,peaceable,1
2398,peaceably,1
2399,peaceful,1
2400,peacefulness,1
2401,peacekeeper,1
2402,peacemaker,1
2403,peach,1
2404,peachy,1
2405,peachy-keen,1
2406,peak,1
2407,pearl,1
2408,peerless,1
2409,pep,1
2410,peppy,1
2411,percent,1
2412,perception,1
2413,perceptive,1
2414,perfect,1
2415,perfection,1
2416,perfectionist,1
2417,perfectly,1
2418,perk,1
2419,perky,1
2420,permanent,1
2421,permissible,1
2422,perseverance,1
2423,persevere,1
2424,persist,1
2425,persistence,1
2426,persistent,1
2427,persistently,1
2428,personable,1
2429,personality,1
2430,perspective,1
2431,persuasive,1
2432,persuasively,1
2433,pert,1
2434,pertinent,1
2435,pervade,1
2436,petichor,1
2437,petite,1
2438,phenomena,1
2439,phenomenal,1
2440,phenomenally,1
2441,phenomenon,1
2442,phew,1
2443,philanthropic,1
2444,philanthropist,1
2445,philanthropy,1
2446,philosopher,1
2447,philosophical,1
2448,pick,1
2449,pick-me-up,1
2450,picturesque,1
2451,piety,1
2452,pilot,1
2453,pinnacle,1
2454,pioneer,1
2455,pioneering,1
2456,pious,1
2457,piquancy,1
2458,piquant,1
2459,pivotal,1
2460,pizzazz,1
2461,placid,1
2462,plausible,1
2463,play,1
2464,playful,1
2465,playfulness,1
2466,playmate,1
2467,plea,1
2468,pleasant,1
2469,pleasantly,1
2470,please,1
2471,pleased,1
2472,pleasing,1
2473,pleasurable,1
2474,pleasure,1
2475,plenitude,1
2476,plenteous,1
2477,plentiful,1
2478,plenty,1
2479,pliability,1
2480,pliable,1
2481,plucky,1
2482,plug,1
2483,plum,1
2484,plummy,1
2485,plump,1
2486,plus,1
2487,plush,1
2488,poet,1
2489,poetic,1
2490,poetical,1
2491,poise,1
2492,polish,1
2493,polite,1
2494,politely,1
2495,politeness,1
2496,popular,1
2497,popularity,1
2498,portable,1
2499,portal,1
2500,portray,1
2501,posh,1
2502,positive,1
2503,positively,1
2504,positivity,1
2505,possess,1
2506,possibility,1
2507,possible,1
2508,potent,1
2509,potential,1
2510,power,1
2511,powerful,1
2512,practical,1
2513,practicality,1
2514,practice,1
2515,practiced,1
2516,pragmatic,1
2517,pragmatically,1
2518,praise,1
2519,praiseworthy,1
2520,pray,1
2521,prayer,1
2522,precious,1
2523,precise,1
2524,precisely,1
2525,precision,1
2526,predominant,1
2527,preeminent,1
2528,preferable,1
2529,preferred,1
2530,premier,1
2531,premium,1
2532,prepare,1
2533,prepared,1
2534,preparedness,1
2535,preponderant,1
2536,prepotent,1
2537,presence,1
2538,present,1
2539,preservation,1
2540,preserve,1
2541,president,1
2542,prestige,1
2543,prestigious,1
2544,presto,1
2545,prettiness,1
2546,pretty,1
2547,prevail,1
2548,prevailing,1
2549,prevalent,1
2550,priceless,1
2551,pride,1
2552,primal,1
2553,primary,1
2554,prime,1
2555,primo,1
2556,prince,1
2557,princely,1
2558,princess,1
2559,principal,1
2560,principle,1
2561,principled,1
2562,prior,1
2563,priority,1
2564,pristine,1
2565,privacy,1
2566,private,1
2567,privilege,1
2568,privileged,1
2569,prize,1
2570,prized,1
2571,prizewinner,1
2572,pro,1
2573,proactive,1
2574,process,1
2575,prodigious,1
2576,prodigy,1
2577,produce,1
2578,productive,1
2579,productively,1
2580,productivity,1
2581,professional,1
2582,professor,1
2583,proficient,1
2584,profit,1
2585,profitable,1
2586,profound,1
2587,profoundly,1
2588,profuse,1
2589,profusion,1
2590,progress,1
2591,progressive,1
2592,prolific,1
2593,prominence,1
2594,prominent,1
2595,prominently,1
2596,promise,1
2597,promising,1
2598,promisingly,1
2599,promote,1
2600,promotion,1
2601,prompt,1
2602,promptly,1
2603,proper,1
2604,properly,1
2605,propitious,1
2606,proponent,1
2607,propose,1
2608,prospect,1
2609,prospective,1
2610,prosper,1
2611,prosperity,1
2612,prosperous,1
2613,protagonist,1
2614,protect,1
2615,protected,1
2616,protective,1
2617,protector,1
2618,protege,1
2619,proud,1
2620,proudly,1
2621,proven,1
2622,provider,1
2623,provocative,1
2624,prowess,1
2625,prudence,1
2626,prudent,1
2627,psychics,1
2628,psychotherapy,1
2629,pukka,1
2630,pumped,1
2631,punchy,1
2632,punctilious,1
2633,punctual,1
2634,punctuality,1
2635,puppy,1
2636,pure,1
2637,purely,1
2638,purify,1
2639,purity,1
2640,purpose,1
2641,purposeful,1
2642,quadruple,1
2643,quaff,1
2644,quaint,1
2645,quaintise,1
2646,quaintisiness,1
2647,quaintly,1
2648,qualified,1
2649,qualify,1
2650,qualitative,1
2651,qualitatively,1
2652,quality,1
2653,quality-assurance,1
2654,quality-of-life,1
2655,quality-time,1
2656,quantifiable,1
2657,quantity,1
2658,quarter,1
2659,quat,1
2660,queen,1
2661,queenhood,1
2662,queenly,1
2663,queep,1
2664,quell,1
2665,quemeful,1
2666,quench,1
2667,quenching,1
2668,querist,1
2669,quest,1
2670,quester,1
2671,question,1
2672,qui,1
2673,quick,1
2674,quick-as-a-flash,1
2675,quick-march,1
2676,quick-moving,1
2677,quick-release,1
2678,quick-sighted,1
2679,quick-thinking,1
2680,quick-witted,1
2681,quick-wittedly,1
2682,quicken,1
2683,quickening,1
2684,quicker,1
2685,quickly,1
2686,quickness,1
2687,quickstep,1
2688,quiddity,1
2689,quiescent,1
2690,quiet,1
2691,quieter,1
2692,quietly,1
2693,quietness,1
2694,quietsome,1
2695,quillet,1
2696,quintessence,1
2697,quintessential,1
2698,quintessentially,1
2699,quip,1
2700,quirk,1
2701,quirky,1
2702,quite,1
2703,quiver,1
2704,quixotic,1
2705,quiz,1
2706,quota,1
2707,quotable,1
2708,quotation,1
2709,quote,1
2710,quotes,1
2711,quotha,1
2712,quotidian,1
2713,racy,1
2714,rad,1
2715,radiance,1
2716,radiant,1
2717,radiantly,1
2718,radiate,1
2719,rah,1
2720,rain-maker,1
2721,rainbow,1
2722,raison-d’etre,1
2723,rambunctious,1
2724,rapid,1
2725,rapidly,1
2726,rapport,1
2727,rapt,1
2728,rapture,1
2729,rapturous,1
2730,rapturously,1
2731,rasasvada,1
2732,rational,1
2733,rationality,1
2734,rationally,1
2735,ravish,1
2736,ravishing,1
2737,ravishingly,1
2738,razor-sharp,1
2739,re-connection,1
2740,reachable,1
2741,readable,1
2742,readily,1
2743,readiness,1
2744,ready,1
2745,reaffirm,1
2746,reaffirmation,1
2747,real,1
2748,realistic,1
2749,reality,1
2750,realizable,1
2751,really,1
2752,reap,1
2753,reason,1
2754,reasonable,1
2755,reasonably,1
2756,reasoned,1
2757,reassurance,1
2758,reassure,1
2759,reassuring,1
2760,reassuringly,1
2761,reborn,1
2762,receive,1
2763,receiver,1
2764,reception,1
2765,receptive,1
2766,receptively,1
2767,recherche,1
2768,recipient,1
2769,reciprocal,1
2770,reciprocally,1
2771,reciprocate,1
2772,reclaim,1
2773,recognition,1
2774,recognizable,1
2775,recognize,1
2776,recognized,1
2777,recommend,1
2778,recommendable,1
2779,recommendation,1
2780,recommendations,1
2781,recommended,1
2782,reconcile,1
2783,reconciliation,1
2784,record-setting,1
2785,recover,1
2786,recovery,1
2787,recreation,1
2788,rectification,1
2789,rectify,1
2790,rectifying,1
2791,recuperation,1
2792,recuperative,1
2793,red-carpet,1
2794,redeem,1
2795,redeeming,1
2796,redemption,1
2797,refine,1
2798,refined,1
2799,refinement,1
2800,reflection,1
2801,reflective,1
2802,reflectively,1
2803,reform,1
2804,reformed,1
2805,reforming,1
2806,reforms,1
2807,refresh,1
2808,refreshed,1
2809,refreshing,1
2810,refreshingly,1
2811,refulgent,1
2812,refund,1
2813,refunded,1
2814,regal,1
2815,regally,1
2816,regard,1
2817,regnant,1
2818,regular,1
2819,regulator,1
2820,reincarnation,1
2821,rejoice,1
2822,rejoicing,1
2823,rejoicingly,1
2824,rejuvenate,1
2825,rejuvenated,1
2826,rejuvenating,1
2827,rejuvenation,1
2828,rejuvenescent,1
2829,relatedness,1
2830,relationships,1
2831,relax,1
2832,relaxation,1
2833,relaxed,1
2834,relaxing,1
2835,relaxingly,1
2836,release,1
2837,releasing,1
2838,relent,1
2839,relevant,1
2840,reliability,1
2841,reliable,1
2842,reliably,1
2843,relief,1
2844,relieve,1
2845,relieved,1
2846,reliever,1
2847,religion,1
2848,relish,1
2849,remarkable,1
2850,remarkably,1
2851,remedy,1
2852,remission,1
2853,remissive,1
2854,remunerate,1
2855,renaissance,1
2856,renew,1
2857,renewed,1
2858,renovate,1
2859,renovation,1
2860,renown,1
2861,renowned,1
2862,replaceable,1
2863,repose,1
2864,represent,1
2865,reputable,1
2866,reputably,1
2867,reputation,1
2868,resilience,1
2869,resilient,1
2870,resiliently,1
2871,resolute,1
2872,resolutely,1
2873,resolve,1
2874,resolved,1
2875,resound,1
2876,resounding,1
2877,resoundingly,1
2878,resource,1
2879,resourceful,1
2880,resourcefully,1
2881,resourcefulness,1
2882,respect,1
2883,respectable,1
2884,respectably,1
2885,respected,1
2886,respectful,1
2887,respectfully,1
2888,respite,1
2889,resplendent,1
2890,resplendently,1
2891,responsibility,1
2892,responsible,1
2893,responsibly,1
2894,responsive,1
2895,responsively,1
2896,rest,1
2897,rested,1
2898,restful,1
2899,restfully,1
2900,restoration,1
2901,restorative,1
2902,restoratively,1
2903,restore,1
2904,restored,1
2905,restructure,1
2906,restructured,1
2907,restructuring,1
2908,result,1
2909,results,1
2910,retentive,1
2911,retentively,1
2912,retractable,1
2913,return,1
2914,reveal,1
2915,revealing,1
2916,revel,1
2917,revelation,1
2918,revere,1
2919,revered,1
2920,reverence,1
2921,reverent,1
2922,reverently,1
2923,revitalize,1
2924,revitalizing,1
2925,revival,1
2926,revive,1
2927,revived,1
2928,revives,1
2929,revolutionary,1
2930,revolutionize,1
2931,revolutionized,1
2932,revolutionizes,1
2933,reward,1
2934,rewardable,1
2935,rewarding,1
2936,rewardingly,1
2937,rhapsodic,1
2938,rhapsodically,1
2939,rhapsody,1
2940,rich,1
2941,richer,1
2942,richly,1
2943,richness,1
2944,right,1
2945,right-o,1
2946,righten,1
2947,righteous,1
2948,righteously,1
2949,righteousness,1
2950,rightful,1
2951,rightfully,1
2952,rightly,1
2953,rightness,1
2954,ripe,1
2955,rise,1
2956,risible,1
2957,risibly,1
2958,risk-free,1
2959,risk-taking,1
2960,robust,1
2961,robustly,1
2962,rock,1
2963,roger,1
2964,roger-that,1
2965,roll,1
2966,rollick,1
2967,rollicking,1
2968,rollickingly,1
2969,romance,1
2970,romantic,1
2971,romantically,1
2972,romanticize,1
2973,romeo,1
2974,roomier,1
2975,roomy,1
2976,rooted,1
2977,rooter,1
2978,rose,1
2979,rosily,1
2980,rosiness,1
2981,rosy,1
2982,round,1
2983,rounded,1
2984,rouse,1
2985,rousing,1
2986,rousingly,1
2987,royal,1
2988,rugged,1
2989,ruggedly,1
2990,ruler,1
2991,ruling,1
2992,run,1
2993,run-after,1
2994,run-for-my-money,1
2995,runner,1
2996,sabbath,1
2997,saccharine,1
2998,sacd,1
2999,sachem,1
3000,sacralise,1
3001,sacralization,1
3002,sacralize,1
3003,sacred,1
3004,sacrifice,1
3005,sacrificial,1
3006,sacrificially,1
3007,sacring,1
3008,sacrosanct,1
3009,sadhu,1
3010,safe,1
3011,safe-bet,1
3012,safe-guard,1
3013,safe-house,1
3014,safe-keeping,1
3015,safe-period,1
3016,safe-sex,1
3017,safely,1
3018,safeness,1
3019,safety,1
3020,safety-belt,1
3021,safety-cage,1
3022,safety-catch,1
3023,safety-curtain,1
3024,safety-film,1
3025,safety-glass,1
3026,safety-lamp,1
3027,safety-match,1
3028,safety-net,1
3029,safety-pin,1
3030,safety-razor,1
3031,safety-use,1
3032,safety-valve,1
3033,saga,1
3034,sagacious,1
3035,sagaciously,1
3036,sagacity,1
3037,sagamore,1
3038,saganaki,1
3039,sage,1
3040,sagely,1
3041,sago,1
3042,sahib,1
3043,sail,1
3044,saint,1
3045,saintliness,1
3046,saintly,1
3047,saints-day,1
3048,salaam,1
3049,salary,1
3050,sale,1
3051,saleable,1
3052,salient,1
3053,saliently,1
3054,salivate,1
3055,sally-lunn,1
3056,saloon-car,1
3057,salt-of-the-earth,1
3058,salubrious,1
3059,salubriously,1
3060,salubrity,1
3061,salut,1
3062,salutary,1
3063,salutation,1
3064,salutational,1
3065,salutatorian,1
3066,salutatory,1
3067,salute,1
3068,salutiferous,1
3069,salvage,1
3070,salvation,1
3071,salvationist,1
3072,salve,1
3073,samaritan,1
3074,samskara,1
3075,sanative,1
3076,sanctification,1
3077,sanctified,1
3078,sanctifier,1
3079,sanctify,1
3080,sanctifying,1
3081,sanctimonious,1
3082,sanction,1
3083,sanctioned,1
3084,sanctitude,1
3085,sanctity,1
3086,sanctuary,1
3087,sanctum,1
3088,sanctus,1
3089,sand-pit,1
3090,sandlot,1
3091,sane,1
3092,sanely,1
3093,saneness,1
3094,sangfroid,1
3095,sanguine,1
3096,sanguinely,1
3097,sanguineness,1
3098,sanitarily,1
3099,sanitariness,1
3100,sanitary,1
3101,sanitize,1
3102,sanity,1
3103,santa,1
3104,santa-claus,1
3105,sap,1
3106,sapid,1
3107,sapidity,1
3108,sapience,1
3109,sapient,1
3110,sapientia,1
3111,sapiential,1
3112,sapiently,1
3113,sapling,1
3114,sardar,1
3115,sassy,1
3116,sate,1
3117,satiable,1
3118,satiate,1
3119,satiation,1
3120,satiety,1
3121,satisfaction,1
3122,satisfactorily,1
3123,satisfactoriness,1
3124,satisfactory,1
3125,satisfiability,1
3126,satisfiable,1
3127,satisfied,1
3128,satisfies,1
3129,satisfy,1
3130,satisfying,1
3131,satisfyingly,1
3132,satori,1
3133,satsang,1
